"ride_id","user_id","started","finished"
44,148,1,1
45,148,1,1
46,148,1,1
51,148,1,1
53,148,1,1
54,148,1,1
55,148,1,1
56,148,1,1
245,148,1,0.54
59,148,1,1
60,148,1,1
61,148,1,1
64,148,1,1
65,148,1,1
68,148,1,1
248,148,1,0.89
39,149,1,1
46,149,1,1
52,149,1,0.77
53,149,1,1
55,149,1,1
56,149,1,1
245,149,1,0.28
31,24,1,1
33,24,1,1
36,24,1,1
37,24,1,1
39,24,1,1
42,24,1,1
43,24,1,1
44,24,1,1
45,24,1,1
46,24,1,1
48,24,1,1
49,24,1,1
51,24,1,1
52,24,1,1
53,24,1,1
54,24,1,1
55,24,1,1
56,24,1,1
245,24,1,0.74
59,24,1,1
60,24,1,1
61,24,1,1
62,24,1,1
63,24,1,1
64,24,1,1
65,24,1,1
67,24,1,0.94
68,24,1,1
248,24,1,1
31,366,1,1
32,366,1,1
33,366,1,1
35,366,1,1
36,366,1,1
38,366,1,1
39,366,1,1
40,366,1,1
43,366,1,1
44,366,1,1
47,366,1,1
48,366,1,0.83
49,366,1,1
50,366,1,1
51,366,1,1
52,366,1,0.77
54,366,1,1
245,366,1,0.61
58,366,1,1
59,366,1,1
27,34,1,1
29,34,1,1
30,34,1,1
31,34,1,1
33,34,1,1
35,34,1,1
36,34,1,1
37,34,1,1
39,34,1,1
40,34,1,1
42,34,1,1
43,34,1,1
44,34,1,0.34
45,34,1,1
46,34,1,1
48,34,1,0.83
49,34,1,0.46
51,34,1,1
53,34,1,1
54,34,1,1
245,34,1,0.56
58,34,1,1
59,34,1,1
61,34,1,0.45
62,34,1,1
64,34,1,1
67,34,1,0.75
43,152,1,1
44,152,1,1
30,156,1,1
33,158,1,1
47,158,1,0.8
48,158,1,0.83
30,159,1,1
33,159,1,1
35,159,1,1
39,159,1,1
46,159,1,1
48,159,1,1
49,159,1,1
50,159,1,1
51,159,1,1
52,159,1,1
56,159,1,1
245,159,1,0.45
62,159,1,1
65,159,1,1
49,161,1,1
70,161,1,0.5
31,359,1,1
47,359,1,1
52,359,1,0.77
62,359,1,1
28,164,1,1
52,164,1,1
62,164,1,1
67,164,1,0.44
248,164,1,1
28,165,1,0.5
29,45,1,1
43,45,1,0.91
44,45,1,1
46,45,1,1
49,45,1,1
50,45,1,1
52,45,1,0.77
53,45,1,1
54,45,1,1
56,45,1,1
245,45,1,0.45
246,45,1,1
59,45,1,1
61,45,1,1
62,45,1,1
64,45,1,1
67,45,1,0.75
30,166,1,1
30,167,1,1
33,167,1,1
39,167,1,1
46,167,1,1
47,167,1,0.8
50,167,1,1
51,167,1,1
56,167,1,1
245,167,1,0.28
30,168,1,1
31,168,1,1
35,168,1,1
39,168,1,1
40,168,1,1
43,168,1,1
44,168,1,1
45,168,1,1
46,168,1,1
53,168,1,1
54,168,1,1
245,168,1,0.39
59,168,1,1
61,168,1,0.45
64,168,1,1
67,168,1,0.5
70,168,1,1
31,169,1,0.47
31,170,1,1
47,170,1,1
33,171,1,1
35,172,1,1
39,172,1,1
42,172,1,1
36,42,1,1
37,42,1,1
39,42,1,1
40,42,1,1
42,42,1,1
43,42,1,1
44,42,1,1
45,42,1,1
49,42,1,1
50,42,1,1
51,42,1,1
52,42,1,1
53,42,1,1
54,42,1,1
55,42,1,1
56,42,1,1
245,42,1,0.68
246,42,1,1
59,42,1,1
62,42,1,1
37,173,1,1
39,174,1,1
39,175,1,1
40,176,1,1
42,176,1,1
43,176,1,1
44,176,1,1
51,176,1,1
40,30,1,1
45,30,1,1
46,30,1,1
53,30,1,1
57,30,1,0.65
61,30,1,1
62,30,1,1
66,30,1,1
42,48,1,1
43,48,1,1
46,48,1,1
48,48,1,1
49,48,1,1
51,48,1,1
52,48,1,1
56,48,1,1
245,48,1,0.39
59,48,1,1
60,48,1,1
62,48,1,1
42,177,1,1
42,178,1,1
42,179,1,1
43,179,1,1
45,179,1,1
46,179,1,1
47,179,1,1
49,179,1,1
53,179,1,1
56,179,1,1
245,179,1,0.35
61,179,1,1
64,179,1,1
42,180,1,1
43,180,1,1
44,180,1,1
45,180,1,1
46,180,1,1
48,180,1,1
49,180,1,1
50,180,1,1
51,180,1,1
52,180,1,1
53,180,1,1
54,180,1,1
55,180,1,1
56,180,1,1
245,180,1,0.69
60,180,1,1
62,180,1,1
64,180,1,1
65,180,1,1
67,180,1,0.44
68,180,1,1
248,180,1,1
42,104,1,1
43,104,1,1
46,104,1,1
51,104,1,1
52,104,1,1
56,104,1,1
245,104,1,0.3
59,104,1,1
60,104,1,1
61,104,1,1
62,104,1,1
63,104,1,1
64,104,1,1
65,104,1,1.21
67,104,1,0.62
68,104,1,1
248,104,1,0.89
70,104,1,0.5
44,181,1,1
45,181,1,1
46,181,1,1
49,181,1,1
51,181,1,1
56,181,1,1
248,181,1,1
44,182,1,1
51,182,1,1
44,31,1,1
52,31,1,0.77
53,31,1,1
55,31,1,1
59,31,1,1
60,31,1,1
61,31,1,1
62,31,1,1.11
45,183,1,1
45,184,1,1
49,184,1,1
46,185,1,1
46,186,1,1
48,69,1,1
49,69,1,1
51,69,1,1
48,187,1,0.83
49,61,1,1
54,61,1,1
55,61,1,1
56,61,1,1
248,61,1,1
49,188,1,1
62,188,1,1
49,189,1,1
51,189,1,1
60,189,1,0.7
50,190,1,0.8
55,190,1,1
59,190,1,1
60,190,1,1
62,190,1,1
70,190,1,1
50,58,1,0.66
52,58,1,1
53,58,1,1
54,58,1,1
245,58,1,0.25
62,58,1,1
51,191,1,1
51,192,1,1
53,192,1,1
51,193,1,1
53,193,1,1
64,193,1,1
51,194,1,1
53,194,1,1
54,194,1,1
65,194,1,1.21
51,195,1,1
53,195,1,1
54,195,1,0.78
56,195,1,1
59,195,1,1
60,195,1,1
62,195,1,1
64,195,1,1
65,195,1,1
67,195,1,0.62
51,196,1,1
53,196,1,1
53,197,1,1
54,197,1,0.78
55,197,1,0.65
53,198,1,0.42
53,199,1,1
53,200,1,1
53,201,1,1
56,201,1,1
54,202,1,1
55,203,1,1
57,204,1,0.65
59,205,1,1
60,205,1,1
61,205,1,1
64,205,1,1
65,205,1,1
246,206,1,1
59,206,1,1
59,207,1,1
62,207,1,1
64,207,1,1
65,207,1,1.21
66,207,1,1
67,207,1,1
248,207,1,1
59,208,1,1
60,209,1,0.61
61,209,1,1
62,209,1,1
64,209,1,1
60,360,1,0.14
61,360,1,1
62,360,1,1
64,360,1,1
65,360,1,1
248,360,1,1
61,211,1,0.45
61,212,1,1
61,213,1,1
66,214,1,1
248,214,1,1
66,13,1,1
66,215,1,1
248,216,1,1
55,72,1,1
61,72,1,1
248,72,1,1
66,217,1,1
