"ride_id","user_id","started","finished"
194,14,1,1
198,14,1,1
199,14,1,1
200,14,1,1
201,14,1,1.1
179,1,1,2
180,1,1,1
182,1,1,1
183,1,1,1
184,1,1,1.01
185,1,1,1
187,1,1,1
188,1,1,1.06
191,1,1,1
193,1,1,1
194,1,1,1
198,1,1,1
199,1,1,1
179,2,1,2
180,2,1,1
182,2,1,1
183,2,1,1
184,2,1,1.01
185,2,1,1
187,2,1,1
189,2,1,1
190,2,1,1.3
191,2,1,1
193,2,1,1
194,2,1,1
195,2,1,0.39
198,2,1,1
199,2,1,1
179,7,1,2
180,7,1,1
181,7,1,1
182,7,1,1
183,7,1,1
184,7,1,1.01
185,7,1,1
187,7,1,1
189,7,1,1
190,7,1,1.3
191,7,1,1
193,7,1,1
194,7,1,1
196,7,1,1
197,7,1,1
198,7,1,1
199,7,1,1
200,7,1,1
201,7,1,0.5
179,11,1,2
180,11,1,1
181,11,1,1
182,11,1,1
183,11,1,1
184,11,1,1.01
185,11,1,1
190,11,1,1.3
191,11,1,1
192,11,1,1.5
194,11,1,1
195,11,1,0.39
196,11,1,1
199,11,1,1
254,11,1,0.42
200,11,1,1
201,11,1,1.1
179,21,1,2
181,21,1,1
182,21,1,1
183,21,1,1
185,21,1,1
187,21,1,1
191,21,1,1
179,36,1,2
180,36,1,1
181,36,1,1
183,36,1,1
185,36,1,1
187,36,1,1
188,36,1,1
194,36,1,1
197,36,1,1
198,36,1,1
199,36,1,1
184,15,1,1.01
185,15,1,0.53
187,15,1,1
189,15,1,1
190,15,1,1.3
191,15,1,1
193,15,1,1
198,15,1,1
199,15,1,1
182,357,1,1
183,357,1,1
184,357,1,1.01
187,357,1,1
188,357,1,1
191,357,1,1
196,357,1,1
197,357,1,1
198,357,1,1
201,357,1,1.1
183,79,1,1
184,79,1,1.01
185,79,1,1
187,79,1,1
188,79,1,1
193,79,1,1
194,79,1,1
201,79,1,1.1
186,303,1,1
188,303,1,0.4
192,303,1,1.5
196,303,1,1
254,303,1,0.44
182,12,1,1
183,12,1,1
184,12,1,1.01
185,12,1,1
189,12,1,1
190,12,1,1.3
191,12,1,1
192,12,1,1.74
194,12,1,1
196,12,1,1
197,12,1,1
199,12,1,1
254,12,1,0.23
201,12,1,1.1
183,5,1,1
185,5,1,1
187,5,1,1
189,5,1,1
190,5,1,1.3
191,5,1,1
194,5,1,1
196,5,1,1
198,5,1,1
199,5,1,1
200,5,1,1
201,5,1,1.1
187,304,1,1
189,304,1,1
190,304,1,1.3
191,304,1,1
193,304,1,1
194,304,1,1
187,3,1,1
189,3,1,1
190,3,1,1.3
193,3,1,1
194,3,1,1
196,3,1,1
197,3,1,1
198,3,1,1
199,3,1,1
200,3,1,1
201,3,1,1.1
187,41,1,1
189,41,1,1
190,41,1,0.44
191,41,1,1
194,41,1,1
200,41,1,1
201,41,1,1.1
189,106,1,1
190,106,1,1.3
191,106,1,1
193,106,1,1
194,106,1,1
196,106,1,1
197,106,1,1
198,106,1,1
199,106,1,1
200,106,1,1
184,365,1,1.01
188,365,1,1
190,365,1,1.3
191,365,1,1
196,365,1,1
197,365,1,1
198,365,1,1
201,365,1,1.1
188,40,1,1
191,40,1,1
193,40,1,1.22
194,40,1,1
196,40,1,1
197,40,1,1
198,40,1,1
199,40,1,1
181,53,1,1
182,53,1,1
185,53,1,0.94
189,53,1,1
197,53,1,1
189,305,1,1
191,305,1,1
194,305,1,1
196,305,1,1
197,305,1,1
191,9,1,1
193,9,1,1
199,9,1,1
200,9,1,1
201,9,1,1.1
181,46,1,1
191,46,1,1
199,46,1,1.01
200,46,1,1
201,46,1,1.1
189,307,1,1
185,310,1,0.33
185,38,1,0.63
179,33,1,2
199,33,1,1
179,315,1,2
179,316,1,2
187,316,1,1
189,316,1,1
179,317,1,2
180,317,1,1
180,318,1,1
180,319,1,1
180,320,1,1
180,321,1,1
181,322,1,1
181,323,1,1
181,324,1,1
182,325,1,1
185,325,1,0.77
183,326,1,1
189,326,1,1
183,327,1,1
183,328,1,1
189,328,1,1
183,108,1,1
194,108,1,1
183,329,1,1
185,329,1,0.49
183,330,1,1
184,331,1,1.01
184,332,1,1.01
187,333,1,1
187,334,1,1
189,334,1,1
190,334,1,1.3
187,335,1,1
187,336,1,0.31
188,337,1,1
190,337,1,1.3
189,338,1,1
189,339,1,1
189,340,1,1
191,341,1,1
191,35,1,1
193,26,1,1
193,342,1,1
193,343,1,1
196,344,1,1
196,345,1,1
196,346,1,1
196,347,1,1
197,348,1,0.59
197,28,1,1
198,28,1,1
201,28,1,1.1
198,349,1,1
198,29,1,1
199,29,1,1
198,350,1,1
199,350,1,1
198,351,1,1
199,352,1,1
199,353,1,1
200,353,1,1
201,353,1,0.26
199,354,1,1
200,355,1,1
201,355,1,0.26
201,356,1,1.1
