"ride_id","user_id","started","finished"
158,299,1,1.35
159,299,1,0.69
158,300,1,2.88
155,301,1,1
161,301,1,1
166,301,1,1
168,301,1,2
170,301,1,1.36
172,301,1,0.56
175,301,1,1
163,94,1,1
168,94,1,2
170,94,1,0.92
172,94,1,0.56
173,94,1,1
175,94,1,1
154,14,1,1
155,14,1,1
176,14,1,2.91
155,306,1,1
155,15,1,1
155,307,1,1
156,308,1,1
158,309,1,1
158,310,1,1
161,311,1,1
161,38,1,1
171,312,1,1
172,313,1,0.39
172,314,1,0.39
175,1,1,1
